steering_wheel_angle,,等效转角,,
444.20 ,0.412618415,23.64129375,,13.79150606
444.78 ,0.413124057,23.67026485,,13.78791157
445.36 ,0.413629969,23.69925153,,13.7843024
445.94 ,0.414136451,23.72827081,,13.78068056
446.52 ,0.414643202,23.75730546,,13.77704352
447.10 ,0.415150519,23.7863726,,13.77339347
447.68 ,0.415658403,23.8154722,,13.76973361
448.26 ,0.41616655,23.84458691,,13.76605714
448.84 ,0.416675262,23.87373396,,13.76237029
449.42 ,0.417184538,23.90291333,,13.75866612
450.00 ,0.417694378,23.93212499,,13.7549543
450.58 ,0.418204476,23.96135142,,13.75122289
451.16 ,0.418715134,23.99061002,,13.74747985
451.74 ,0.419226354,24.01990076,,13.74372169
452.33 ,0.419738134,24.04922361,,13.73995461
452.91 ,0.420250475,24.07857854,,13.73616846
453.49 ,0.420763375,24.10796554,,13.73236943
454.07 ,0.421276524,24.13736684,,13.72855409
454.65 ,0.421790541,24.16681784,,13.72472781
455.23 ,0.422305116,24.19630082,,13.72088378
455.81 ,0.422819937,24.22579789,,13.71702736
456.39 ,0.423335626,24.2553447,,13.71315514
456.97 ,0.423851559,24.28490546,,13.70927156
457.55 ,0.42436836,24.31451599,,13.70536753
458.13 ,0.424885717,24.34415836,,13.70145485
458.71 ,0.425403629,24.37383253,,13.69751867
459.29 ,0.425922095,24.40353847,,13.69357575
459.87 ,0.426441116,24.43327616,,13.68961129
460.45 ,0.426961008,24.46306375,,13.68563161
461.04 ,0.427481453,24.4928831,,13.68163983
461.62 ,0.428002453,24.52273419,,13.67762938
462.20 ,0.428524006,24.55261697,,13.67360708
462.78 ,0.429046112,24.58253141,,13.66956476
463.36 ,0.42956909,24.61249589,,13.66550846
463.94 ,0.430092622,24.64249205,,13.66143322
464.52 ,0.430617029,24.67253835,,13.65734669
465.10 ,0.431141989,24.70261634,,13.65323912
465.68 ,0.431667502,24.73272599,,13.64911651
466.26 ,0.432193891,24.76288589,,13.6449772
466.84 ,0.432721159,24.79309611,,13.64082154
467.42 ,0.433248654,24.82331936,,13.63664626
468.00 ,0.433777355,24.85361171,,13.63245655
468.58 ,0.43430661,24.88393578,,13.62824754
469.1643,0.434836419,24.91429156,,
469.745,0.435367109,24.94469788,,
470.3256,0.435898683,24.97515482,,
